SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
31,Bitcoin,BTC,2013-05-29 23:59:59,132.58999633789062,127.66200256347656,129.0,132.3000030517578,0.0,1483734577.5
32,Bitcoin,BTC,2013-05-30 23:59:59,132.25,127.0,132.25,128.7989959716797,0.0,1445053940.55
33,Bitcoin,BTC,2013-05-31 23:59:59,129.89999389648438,126.4000015258789,128.7989959716797,129.0,0.0,1447870200.0
34,Bitcoin,BTC,2013-06-01 23:59:59,129.77999877929688,127.1989974975586,128.81500244140625,129.3000030517578,0.0,1451916165.0
35,Bitcoin,BTC,2013-06-02 23:59:59,129.39999389648438,115.05000305175781,129.3000030517578,122.29199981689453,0.0,1373837499.9
36,Bitcoin,BTC,2013-06-03 23:59:59,122.5,116.0,122.5,122.22200012207031,0.0,1373708057.9
37,Bitcoin,BTC,2013-06-04 23:59:59,123.83999633789062,119.0999984741211,120.73699951171875,121.41999816894531,0.0,1365337545.0
38,Bitcoin,BTC,2013-06-05 23:59:59,123.46900177001953,119.89900207519531,121.4000015258789,121.6500015258789,0.0,1368486468.75
39,Bitcoin,BTC,2013-06-06 23:59:59,123.0999984741211,117.25,121.9000015258789,118.0,0.0,1327960200.0
40,Bitcoin,BTC,2013-06-07 23:59:59,119.0,106.41999816894531,118.97000122070312,111.5,0.0,1255258637.5
41,Bitcoin,BTC,2013-06-08 23:59:59,111.41500091552734,107.30000305175781,111.0,108.30000305175781,0.0,1219717920.0
42,Bitcoin,BTC,2013-06-09 23:59:59,108.98999786376953,88.5,107.89199829101562,100.0,0.0,1126642500.0
43,Bitcoin,BTC,2013-06-10 23:59:59,110.10099792480469,95.00199890136719,100.43699645996094,106.3499984741211,0.0,1198638945.0
44,Bitcoin,BTC,2013-06-11 23:59:59,109.5999984741211,104.0,106.3499984741211,108.9000015258789,0.0,1227874725.0
45,Bitcoin,BTC,2013-06-12 23:59:59,111.78700256347656,106.73400115966797,109.0,108.1500015258789,0.0,1219969852.5
46,Bitcoin,BTC,2013-06-13 23:59:59,110.30000305175781,100.52999877929688,108.7760009765625,104.0,0.0,1173637400.0
47,Bitcoin,BTC,2013-06-14 23:59:59,104.69999694824219,98.0,103.9489974975586,99.97889709472656,0.0,1128709292.08
48,Bitcoin,BTC,2013-06-15 23:59:59,103.69999694824219,98.0,100.0,99.98809814453125,0.0,1129245603.78
49,Bitcoin,BTC,2013-06-16 23:59:59,101.5999984741211,98.94660186767578,99.80000305175781,99.51000213623047,0.0,1124306271.75
50,Bitcoin,BTC,2013-06-17 23:59:59,102.20999908447266,99.0,99.9000015258789,101.69999694824219,0.0,1149418485.0
51,Bitcoin,BTC,2013-06-18 23:59:59,111.11100006103516,101.03299713134766,101.94999694824219,107.4000015258789,0.0,1214216070.0
52,Bitcoin,BTC,2013-06-19 23:59:59,110.2249984741211,105.75499725341797,107.05000305175781,108.25,0.0,1224193837.5
53,Bitcoin,BTC,2013-06-20 23:59:59,114.30000305175781,107.5,108.2509994506836,110.1500015258789,0.0,1246104920.0
54,Bitcoin,BTC,2013-06-21 23:59:59,114.98999786376953,107.68499755859375,111.29000091552734,109.5,0.0,1239214237.5
55,Bitcoin,BTC,2013-06-22 23:59:59,109.95600128173828,107.51399993896484,109.5,108.30000305175781,0.0,1226110327.5
56,Bitcoin,BTC,2013-06-23 23:59:59,108.80000305175781,106.23400115966797,108.19999694824219,107.5999984741211,0.0,1218626490.0
57,Bitcoin,BTC,2013-06-24 23:59:59,108.33399963378906,100.9800033569336,107.9000015258789,102.73699951171875,0.0,1163935725.67
58,Bitcoin,BTC,2013-06-25 23:59:59,106.47000122070312,101.01000213623047,102.08999633789062,103.94999694824219,0.0,1178086140.0
59,Bitcoin,BTC,2013-06-26 23:59:59,105.48899841308594,102.79199981689453,103.3290023803711,104.0,0.0,1179105200.0
60,Bitcoin,BTC,2013-06-27 23:59:59,104.0,101.0999984741211,104.0,101.43699645996094,0.0,1150468022.9
61,Bitcoin,BTC,2013-06-28 23:59:59,101.73699951171875,92.33300018310547,101.73699951171875,94.64920043945312,0.0,1073887456.97
62,Bitcoin,BTC,2013-06-29 23:59:59,99.98999786376953,93.0,94.66000366210938,94.99400329589844,0.0,1078198523.95
63,Bitcoin,BTC,2013-06-30 23:59:59,98.12229919433594,94.22229766845703,94.9990005493164,96.61399841308594,0.0,1096957771.35
64,Bitcoin,BTC,2013-07-01 23:59:59,97.66490173339844,86.29720306396484,97.51000213623047,88.05000305175781,0.0,1000065296.25
65,Bitcoin,BTC,2013-07-02 23:59:59,92.30000305175781,87.51000213623047,88.05000305175781,90.13400268554688,0.0,1024082227.85
66,Bitcoin,BTC,2013-07-03 23:59:59,90.981201171875,76.97920227050781,90.40499877929688,77.52999877929688,0.0,881233115.5
67,Bitcoin,BTC,2013-07-04 23:59:59,83.1050033569336,72.0,78.88999938964844,80.52580261230469,0.0,915618608.9
68,Bitcoin,BTC,2013-07-05 23:59:59,80.0,65.5260009765625,79.98999786376953,68.43099975585938,0.0,778411178.875
69,Bitcoin,BTC,2013-07-06 23:59:59,75.0,66.81999969482422,68.50499725341797,70.27729797363281,0.0,799741618.54
70,Bitcoin,BTC,2013-07-07 23:59:59,74.56109619140625,66.62000274658203,68.7490005493164,74.56109619140625,0.0,848838978.923
71,Bitcoin,BTC,2013-07-08 23:59:59,80.0,72.5999984741211,76.5,76.51599884033203,0.0,871457940.1
72,Bitcoin,BTC,2013-07-09 23:59:59,78.30000305175781,72.5199966430664,76.0,76.69400024414062,0.0,873841849.25
73,Bitcoin,BTC,2013-07-10 23:59:59,87.0,76.19999694824219,76.72000122070312,86.76000213623047,0.0,988957719.0
74,Bitcoin,BTC,2013-07-11 23:59:59,90.27999877929688,85.07990264892578,88.0,88.9800033569336,0.0,1014650062.5
75,Bitcoin,BTC,2013-07-12 23:59:59,104.0,88.16600036621094,88.97899627685547,93.59490203857422,0.0,1067634684.43
76,Bitcoin,BTC,2013-07-13 23:59:59,98.25,88.06220245361328,93.98989868164062,98.13390350341797,0.0,1119796119.51
77,Bitcoin,BTC,2013-07-14 23:59:59,98.69999694824219,92.86000061035156,98.69999694824219,94.69129943847656,0.0,1080917760.48
78,Bitcoin,BTC,2013-07-15 23:59:59,101.9000015258789,93.11000061035156,93.6050033569336,98.40019989013672,0.0,1123658943.86
79,Bitcoin,BTC,2013-07-16 23:59:59,99.86229705810547,96.1416015625,98.89029693603516,97.45079803466797,0.0,1113217032.45
80,Bitcoin,BTC,2013-07-17 23:59:59,99.97000122070312,96.18000030517578,96.70999908447266,98.5,0.0,1125658000.0
81,Bitcoin,BTC,2013-07-18 23:59:59,98.80000305175781,86.19999694824219,98.5,90.58000183105469,0.0,1035512824.5
82,Bitcoin,BTC,2013-07-19 23:59:59,95.20010375976562,87.80000305175781,90.06890106201172,92.16999816894531,0.0,1054083771.0
83,Bitcoin,BTC,2013-07-20 23:59:59,93.0999984741211,89.27110290527344,92.0,89.39009857177734,0.0,1022707664.6
84,Bitcoin,BTC,2013-07-21 23:59:59,91.94999694824219,88.0,89.82140350341797,90.7573013305664,0.0,1038798980.07
85,Bitcoin,BTC,2013-07-22 23:59:59,91.99800109863281,90.07540130615234,91.99800109863281,91.61000061035156,0.0,1048939080.5
86,Bitcoin,BTC,2013-07-23 23:59:59,96.81929779052734,91.5999984741211,91.5999984741211,95.55850219726562,0.0,1094484057.67
87,Bitcoin,BTC,2013-07-24 23:59:59,95.98999786376953,93.0,95.55850219726562,94.51000213623047,0.0,1082848325.0
88,Bitcoin,BTC,2013-07-25 23:59:59,97.33000183105469,93.8656997680664,94.50499725341797,96.9000015258789,0.0,1110587857.5
89,Bitcoin,BTC,2013-07-26 23:59:59,97.46910095214844,96.0,96.94999694824219,96.02020263671875,0.0,1100902799.57
90,Bitcoin,BTC,2013-07-27 23:59:59,96.99500274658203,93.0,96.02010345458984,94.11599731445312,0.0,1079491696.8
91,Bitcoin,BTC,2013-07-28 23:59:59,100.5770034790039,94.0,94.4000015258789,99.75599670410156,0.0,1144602837.9
92,Bitcoin,BTC,2013-07-29 23:59:59,102.5,98.45500183105469,98.5999984741211,101.19999694824219,0.0,1161619140.0
93,Bitcoin,BTC,2013-07-30 23:59:59,107.98999786376953,100.47000122070312,101.48899841308594,107.98999786376953,0.0,1240092366.0
94,Bitcoin,BTC,2013-07-31 23:59:59,111.34400177001953,103.87999725341797,107.94999694824219,106.08999633789062,0.0,1218777833.5
